"Question","Answer"
"그는 발끝으로 집 밖을 나갔다.","He tiptoed out of the house."
"그 집은 너무 덜거덕거려서
발을 내디딜 때마다 삐걱거렸다,
하지만 Jess는 알아냈다
발끝으로 걸으면
낮은 신음만 낼 뿐이라는 것을,
그리고 그는 보통 밖에 나갈 수 있었다
엄마나 Ellie나 Brenda나 Joyce Ann을 깨우지 않고.","The place was so rattly
that it screeched whenever you put your foot down,
but Jess had found that
if you tiptoed,
it gave only a low moan,
and he could usually get outdoors
without waking Momma or Ellie or Brenda or Joyce Ann."
"May Belle은 다른 문제였다.","May Belle was another matter."
"그녀는 곧 일곱 살이 될 참이었고,
그리고 그녀는 그를 숭배했다,
그건 가끔은 괜찮았다.","She was going on seven,
and she worshiped him,
which was OK sometimes."
"네가 유일한 남자아이일 때
네 자매들 사이에 끼인,
그리고 위의 두 언니는 너를 경멸해왔다
네가 그들이 너를 꾸미고
녹슨 인형 유모차에 태워 돌아다니게 하는 걸
그만 허락한 이후로 쭉,
그리고 막내는 울었다
네가 눈을 흘기기만 해도,
누군가 너를 숭배해주는 사람이 있다는 건 좋았다.","When you were the only boy
smashed between four sisters,
and the older two had despised you
ever since you stopped letting them
dress you up and wheel you around
in their rusty old doll carriage,
and the littlest one cried
if you looked at her cross-eyed,
it was nice to have somebody who worshiped you."
"비록 가끔 불편할 때가 있더라도.","Even if it got unhandy sometimes."
"그는 마당을 가로질러 가볍게 뛰기 시작했다.","He began to trot across the yard."
"그의 숨이 작은 입김으로 나오고 있었다—
8월치고는 추웠다.","His breath was coming out in little puffs—
cold for August."
"하지만 아직 이른 시간이었다.","But it was early yet."
"정오쯤이면
엄마가 그를 내보내 일을 시키면,
충분히 더울 것이다.","By noontime
when his mom would have him out working,
it would be hot enough."
"Miss Bessie가 졸린 눈으로 그를 바라보았다
그가 고물 더미를 넘고,
울타리를 넘고,
소 목장으로 들어갈 때.","Miss Bessie stared at him sleepily
as he climbed across the scrap heap,
over the fence,
and into the cow field."
"""음메—에,"" 그녀가 말했다,
영락없이 또 다른 May Belle 같은 모습으로
그녀의 크고, 갈색의 축 처진 눈으로.","""Moo—oo,"" she said,
looking for all the world like another May Belle
with her big, brown droopy eyes."
"""이봐, Miss Bessie,"" Jess가 달래듯 말했다.","""Hey, Miss Bessie,"" Jess said soothingly."
"""그냥 다시 자렴.""","""Just go on back to sleep."""
"Miss Bessie는 초록빛 풀밭 쪽으로 어슬렁거렸다—
목장 대부분은 갈색이고 말라 있었다—
그리고 한 입 가득 뜯어 올렸다.","Miss Bessie strolled over to a greenish patch—
most of the field was brown and dry—
and yanked up a mouthful."
"""잘한다 아가씨. 그냥 아침밥이나 먹어.
나한테 신경 쓰지 마.""","""That'a girl. Just eat your breakfast.
Don't pay me no mind."""
"그는 항상 목장의 북서쪽 모퉁이에서 시작했다,
웅크린 자세로
Wide World of Sports에서 봤던 달리기 선수들처럼.","He always started at the northwest corner of the field,
crouched over
like the runners he had seen on Wide World of Sports."
"
""뻥,"" 그가 말했다,
그리고 소 목장 주위를
날듯이 달리기 시작했다.","
""Bang,"" he said,
and took off flying
around the cow field."
"Miss Bessie는 중앙을 향해
느긋하게 걸어갔다,
여전히 그를 축 처진 눈으로 따라보며,
느리게 씹으면서.","Miss Bessie strolled
toward the center,
still following him with her droopy eyes,
chewing slowly."
"그녀는 별로 똑똒해 보이지 않았다,
소치고도 그렇지만,
하지만 Jess의 길을 비켜줄 만큼은
충분히 영리했다.","She didn't look very smart,
even for a cow,
but she was plenty bright enough
to get out of Jess's way."
"그의 밀짚색 머리카락이
이마에 세차게 펄럭였고,
그의 팔과 다리는
사방으로 마구 뻗어나갔다.","His straw-colored hair
flapped hard against his forehead,
and his arms and legs
flew out every which way."
"그는 제대로 달리는 법을
한 번도 배운 적이 없었지만,
열 살치고는 다리가 길었고,
그보다 근성이 센 아이는 아무도 없었다.","He had never learned
to run properly,
but he was long-legged for a ten-year-old,
and no one had more grit than he."
"Lark Creek 초등학교는
모든 것이 부족했는데,
특히 체육 용품이 그랬고,
그래서 공은 전부
점심 후 쉬는 시간에 고학년에게 돌아갔다.","Lark Creek Elementary
was short on everything,
especially athletic equipment,
so all the balls went
to the upper grades at recess time after lunch."
"5학년이 그 시간 시작에
공을 가지고 있더라도,
그 시간이 반도 지나기 전에
6학년이나 7학년 손에
들어가 있기 마련이었다.","Even if a fifth grader
started out the period with a ball,
it was sure to be
in the hands of a sixth or seventh grader
before the hour was half over."
"고학년 남자아이들은 항상
운동장 윗편의 마른 가운데 부분을
공놀이를 위해 차지했고,
여자아이들은
꼭대기의 작은 구역을
사방치기와 줄넘기와
모여서 수다 떠는 데 차지했다.","The older boys always took
the dry center of the upper field
for their ball games,
while the girls claimed
the small top section
for hopscotch and jump rope
and hanging around talking."
"그래서 저학년 남자아이들은
이 달리기라는 것을 시작했다.","So the lower-grade boys
had started this running thing."
"그들은 모두 운동장 아래편의
먼 쪽에 줄을 섰는데,
그곳은 질퍽하거나
깊이 굳은 바퀴 자국투성이였다.","They would all line up
on the far side of the lower field,
where it was either muddy
or deep crusty ruts."
"달리기는 못하지만
입만 큰 Earle Watson이
""뻥!"" 하고 소리치면
그들은 반대쪽 끝에
발끝으로 그어놓은 선까지 달렸다.","Earle Watson
who was no good at running,
but had a big mouth,
would yell ""Bang!""
and they'd race to a line
they'd toed across at the other end."
"작년에 한 번
Jesse가 이겼다.","One time last year
Jesse had won."
"첫 번째 예선만이 아니라
전체 경기에서.","Not just the first heat
but the whole shebang."
"단 한 번뿐이었다.","Only once."
"하지만 그것은 그의 입에
이기는 맛을 심어주었다.","But it had put into his mouth
a taste for winning."
"1학년 때부터 줄곧
그는 ""맨날 그림만 그리는
별난 꼬마""였다.","Ever since he'd been in first grade
he'd been that
""crazy little kid that draws all the time."""
"하지만 어느 날—
4월 22일,
이슬비 내리는 월요일이었다—
그는 그들 모두보다 앞서 달렸고,
빨간 진흙이 운동화 밑바닥의
구멍 사이로 질척질척 올라왔다.","But one day—
April the twenty-second,
a drizzly Monday, it had been—
he ran ahead of them all,
the red mud slooching up
through the holes in the bottom of his sneakers."
"그날 나머지 시간 동안,
그리고 다음 날 점심때까지,
그는 ""3, 4, 5학년 통틀어
가장 빠른 아이""였고,
그는 겨우 4학년이었다.","For the rest of that day,
and until after lunch on the next,
he had been ""the fastest kid
in the third, fourth, and fifth grades,""
and he only a fourth grader."
"화요일에는
Wayne Pettis가 늘 그랬듯 또 이겼다.","On Tuesday,
Wayne Pettis had won again as usual."
"하지만 올해 Wayne Pettis는
6학년이 될 것이다.","But this year Wayne Pettis
would be in the sixth grade."
"그는 크리스마스까지 미식축구를 하고
6월까지 야구를 할 것이다
나머지 덩치 큰 애들과 함께.","He'd play football until Christmas
and baseball until June
with the rest of the big guys."
"누구든 가장 빠른 주자가
될 수 있었고,
Miss Bessie한테 맹세코,
올해는 Jesse Oliver Aarons, Jr.가
될 것이다.","Anybody had a chance
to be the fastest runner,
and by Miss Bessie,
this year it was going to be
Jesse Oliver Aarons, Jr."
"Jess는 팔을 더 세게 펌프질하며
먼 울타리를 향해 고개를 숙였다.","Jess pumped his arms harder
and bent his head for the distant fence."
"그는 3학년 남자아이들이
자기를 응원하며 소리치는 게 들렸다.","He could hear
the third-grade boys screaming him on."
"그들은 그를
컨트리 음악 스타처럼 따라다닐 것이다.","They would follow him around
like a country-music star."
"그리고 May Belle은
단추가 터지도록 자랑스러워할 것이다.","And May Belle
would pop her buttons."
"오빠가 가장 빠르고,
가장 잘하니까.","Her brother was the fastest,
the best."
"그것은 나머지 1학년 아이들에게
곱씹을 거리를
단단히 줄 것이다.","That ought to give
the rest of the first grade
something to chew their cuds on."
"아빠조차 자랑스러워할 것이다.","Even his dad would be proud."
"Jess는 모퉁이를 돌았다.","Jess rounded the corner."
"그는 그렇게 빨리
계속 달릴 수는 없었지만,
한동안 계속 달렸다—
체력이 길러질 테니까.","He couldn't keep going
quite so fast,
but he continued running for a while—
it would build him up."
"May Belle이 아빠한테 말할 테니,
그러면 그, Jess가
자랑쟁이처럼 보이지 않을 것이다.","May Belle would tell Daddy,
so it wouldn't look as though
he, Jess, was a bragger."
"어쩌면 아빠가 너무 자랑스러워서
Washington까지 먼 거리를
왔다 갔다 운전하고
하루 종일 땅 파고 짐 나르느라
얼마나 피곤한지 다 잊어버릴지도 몰랐다.","Maybe Dad would be so proud
he'd forget all about
how tired he was
from the long drive back and forth to Washington
and the digging and hauling all day."
"그는 바닥에 바로
내려앉을 것이다","He would get right down
on the floor"
"그리고 레슬링도 하는 거야,
예전에 하던 것처럼.
Old Dad은 놀랄 거야
그가 지난 몇 년 동안
얼마나 강해졌는지.
그의 몸은 그에게 그만하라고 애원하고 있었지만,
Jess는 몸을 계속 밀어붙였다.
그는 그 빈약한 가슴에게
누가 주인인지 알려줘야 했다.","and wrestle,
the way they used to.
Old Dad would be surprised
at how strong he'd gotten
in the last couple of years.
His body was begging him to quit,
but Jess pushed it on.
He had to let that puny chest of his
know who was boss."
"""Jess.""","""Jess."""
"그것은 May Belle이
고물 더미 반대편에서
소리치는 것이었다.","It was May Belle
yelling from the other side
of the scrap heap."
"""Momma가 들어와서
지금 밥 먹으래.
우유 짜는 건 나중에 하래.""","""Momma says you gotta come in
and eat now.
Leave the milking til later."""
"아, 젠장.","Oh, crud."
"그는 너무 오래 달렸다.","He'd run too long."
"이제 모두가 그가 밖에 나갔다 온 걸 알 거고
그에 대해 잔소리를 시작할 거다.","Now everyone would know he'd been out
and start in on him."
"""응, 알겠어.""","""Yeah, OK."""
"그는 돌아서서,
여전히 달리면서,
고물 더미를 향해 갔다.","He turned,
still running,
and headed for the scrap heap."
"리듬을 깨지 않고,
그는 울타리를 넘어가고,
고물 더미를 기어 건너고,
May Belle의 머리를 탁 쳤고
(""아앗!""),
그리고 집을 향해 조깅했다.","Without breaking his rhythm,
he climbed over the fence,
scrambled across the scrap heap,
thumped May Belle on the head
(""Owww!""),
and trotted on to the house."
"""자, 봐라 거~대한 올~림픽 스타를,""
Ellie가 말했다,
컵 두 개를 탁 테이블 위에 놓으며,
진하고 까만 커피가 철철 넘치도록.",""""We-ell, look at the big O-lympic star,""
said Ellie,
banging two cups onto the table,
so that the strong, black coffee sloshed out."
"""안짱다리 노새처럼 땀 흘리고.""","""Sweating like a knock-kneed mule."""
"Jess는 축축한 머리카락을
얼굴에서 밀어 올리고
나무 벤치 위에 털썩 앉았다.","Jess pushed his damp hair
out of his face
and plunked down on the wooden bench."
"그는 설탕 두 숟가락을
컵에 넣고
뜨거운 커피가 입을 데지 않도록
후루룩 마셨다.","He dumped two spoonfuls of sugar
into his cup
and slurped to keep the hot coffee
from scalding his mouth."
"""으, Momma, 오빠 냄새 나.""","""Oooo, Momma, he stinks."""
"Brenda가 코를 잡았다
새끼손가락을 우아하게 구부리며.","Brenda pinched her nose
with her pinky crooked delicately."
"""씻기래.""","""Make him wash."""
"""이리 와서 세면대에서 씻어,""
그의 어머니가 말했다
스토브에서 눈을 떼지 않고.",""""Get over here to the sink and wash yourself,""
his mother said
without raising her eyes from the stove."
"""그리고 서둘러.
이 그릿이 벌써
냄비 바닥에 눌어붙고 있어.""","""And step on it.
These grits are scorching
the bottom of the pot already."""
"""Momma! 또요,""
Brenda가 징징거렸다.","""Momma! Not again,""
Brenda whined."
"세상에, 그는 피곤했다.","Lord, he was tired."
"몸에 아프지 않은 근육이
하나도 없었다.","There wasn't a muscle in his body
that didn't ache."
"""Momma 말 들었잖아,""
Ellie가 그의 등 뒤에서 소리쳤다.","""You heard what Momma said,""
Ellie yelled at his back."
"""못 참겠어, Momma!""
Brenda가 또.","""I can't stand it, Momma!""
Brenda again."
"""걔 냄새나는 몸 좀 이 벤치에서 치워.""","""Make him get his smelly self off this bench."""
"Jess는 뺨을
테이블의 맨 나무 표면 위에 내려놓았다.","Jess put his cheek down
on the bare wood of the tabletop."
"""Jess-see!""
그의 어머니가 이제 보고 있었다.","""Jess-see!""
His mother was looking now."
"""그리고 셔츠 입어.""","""And put on a shirt."""
"""네.""","""Yes'm."""
"그는 세면대까지 질질 끌고 갔다.","He dragged himself to the sink."
"그가 얼굴과 팔에 튀긴 물은
얼음처럼 따끔거렸다.","The water he flipped on his face and up his arms
pricked like ice."
"그의 뜨거운 피부가
차가운 물방울 아래서 오싹해졌다.","His hot skin crawled
under the cold drops."
"May Belle이 부엌 문에 서서
그를 지켜보고 있었다.","May Belle was standing in the kitchen door
watching him."
"""셔츠 좀 가져다줘, May Belle.""","""Get me a shirt, May Belle."""
"그녀는 입이 싫다고
말할 것처럼 보였지만,
대신 이렇게 말했다,
""내 머리를 때리면 안 되는 거야,""
그리고 순순히 가서
그의 티셔츠를 가져왔다.","She looked as if her mouth was set
to say no,
but instead she said,
""You shouldn't ought to beat me in the head,""
and went off obediently
to fetch his T-shirt."
"착한 May Belle.","Good old May Belle."
"Joyce Ann이었으면
그 가벼운 톡 때문에
아직도 비명을 지르고 있었을 거다.","Joyce Ann would have been screaming yet
from that little tap."
"네 살짜리들은 정말 골칫거리였다.","Four-year-olds were a pure pain."
"""오늘 아침에 해야 할 집안일이
잔뜩 있어,""
그의 어머니가 선언했다
그들이 그릿과 레드 그레이비를
마저 먹고 있을 때.","""I got plenty of chores needs doing
around here this morning,""
his mother announced
as they were finishing
the grits and red gravy."
"그의 어머니는 Georgia 출신이었고
여전히 그렇게 요리했다.","His mother was from Georgia
and still cooked like it."
"""아, Momma!""
Ellie와 Brenda가 합창하듯 불평했다.","""Oh, Momma!""
Ellie and Brenda squawked in concert."
"이 여자애들은 일을 빠지는 게
메뚜기가 손가락 사이로
빠져나가는 것보다 빨랐다.","These girls could get out of work faster
than grasshoppers could slip
through your fingers."
"""Momma, 저랑 Brenda
Millsburg에 학용품 사러 가기로
약속했잖아요.""","""Momma, you promised me and Brenda
we could go to Millsburg
for school shopping."""
"""학용품 살 돈도 없잖아!""","""You ain't got no money for school shopping!"""
"""Momma. 그냥 구경만 할 거예요.""","""Momma. We're just going to look around."""
"세상에, Brenda가 징징대는 거
좀 그만했으면 좋겠다.","Lord, he wished Brenda
would stop whining so."
"""맙소사! 우리가 아무 재미도
못 갖게 하려는 거예요.""","""Christmas! You don't want us
to have no fun at all."""
"""'어떤' 재미,""
Ellie가 점잖게 고쳐 말했다.","""Any fun,""
Ellie corrected her primly."
"""아, 닥쳐.""","""Oh, shuttup."""
"Ellie는 그녀를 무시했다.","Ellie ignored her."
"""Miz Timmons이 우리 데리러 올 거예요.
저 일요일에 Lollie한테
Momma가 괜찮다고 했다고 말했어요.
전화해서 마음 바꿨다고 하면
바보 같잖아요.""","""Miz Timmons is coming by to pick us up.
I told Lollie Sunday
you said it was OK.
I feel dumb calling her
and saying you changed your mind."""
"""아, 알았어.
근데 줄 돈은 없어.""","""Oh, all right.
But I ain't got no money to give you."""
"'어떤' 돈이지,
뭔가가 Jess의 머릿속에서 속삭였다.","Any money,
something whispered inside Jess's head."
"나도 알아요, Momma.
우리는 그냥 가져갈 거예요
5달러만
Daddy가 우리한테 약속한.
그 이상은 안 돼요.","I know, Momma.
We'll just take
the five dollars
Daddy promised us.
No more'n that."
"무슨 5달러?","What five dollars?"
"아, Momma, 기억하시잖아요.","Oh, Momma, you remember."
"Ellie의 목소리는
녹은 Mars Bar보다 더 달콤했다.","Ellie's voice was
sweeter than a melted Mars Bar."
"Daddy가 지난주에 말씀하셨잖아요
우리 여자애들이
뭔가 있어야 할 거라고
학교에 쓸.","Daddy said last week
we girls were going to
have to have something
for school."
"아, 가져가라,
그의 엄마가 화가 나서 말했다,
금 간 비닐 지갑을 꺼내며
난로 위 선반에 있는.","Oh, take it,
his mother said angrily,
reaching for her cracked vinyl purse
on the shelf above the stove."
"그녀는 세어냈다
구겨진 지폐 다섯 장을.","She counted out
five wrinkled bills."
"Momma—
Brenda가 다시 시작하고 있었다—
하나만 더 안 돼요?
그러면 세 장씩이 되잖아요?","Momma—
Brenda was starting again—
can't we have just one more?
So it'll be three each?"
"안 돼!","No!"
"Momma, 2달러 50센트로는
아무것도 못 사요.
공책 종이 한 묶음도
올라서 벌써...","Momma, you can't buy nothing
for two fifty.
Just one little pack of notebook paper's
gone up to . . ."
"안 돼!","No!"
"Ellie는 시끄럽게 일어나서
식탁을 치우기 시작했다.","Ellie got up noisily
and began to clear the table."
"네 차례야 설거지할,
Brenda,
그녀가 큰 소리로 말했다.","Your turn to wash,
Brenda,
she said loudly."
"에이, Ellie.","Awww, Ellie."
"Ellie가 숟가락으로
그녀를 쿡 찔렀다.","Ellie jabbed her
with a spoon."
"Jesse는 그 눈빛을 보았다.","Jesse saw that look."
"Brenda는 징징거림을 멈췄다
반쯤 나온 채로
그녀의 Rose Lustre 립스틱 바른 입에서.","Brenda shut up her whine
halfway out of
her Rose Lustre lipsticked mouth."
"그녀는 Ellie만큼 똑똑하진 않았지만,
그녀도 알았다
Momma를 너무 밀어붙이면 안 된다는 것을.","She wasn't as smart as Ellie,
but even she knew
not to push Momma too far."
"그래서 결국 Jess가 남았다
일을 하게 된
늘 그렇듯이.","Which left Jess
to do the work
as usual."
"Momma는 절대 보내지 않았다
어린 동생들을 밖에 도우라고,
비록 그가 잘 꾸미면
보통은 시킬 수 있었지만
May Belle에게 뭔가를 하게.","Momma never sent
the babies out to help,
although if he worked it right
he could usually get
May Belle to do something."
"그는 머리를 숙여
식탁 위에 얹었다.","He put his head down
on the table."
"달리기가 그를
녹초로 만들었다 오늘 아침.","The running had done him in
this morning."
"그의 위쪽 귀로 들려왔다
Timmons네 낡은 Buick 소리가—
""기름이 필요해,""
그의 아빠라면 말했을—
그리고 즐거운 웅성거림이
방충문 밖의
Ellie와 Brenda가 끼어들면서
일곱 명의 Timmons네 사이에.","Through his top ear came
the sound of the Timmonses' old Buick—
""Wants oil,""
his dad would say—
and the happy buzz of voices
outside the screen door
as Ellie and Brenda squashed in
among the seven Timmonses."
"좋아, Jesse.
그 게으른 몸뚱이 일으켜
그 벤치에서.","All right, Jesse.
Get your lazy self off
that bench."
"Miss Bessie의 젖통이
아마 땅에 끌리고 있을 거다 지금쯤.","Miss Bessie's bag is
probably dragging ground by now."
"그리고 너 아직 콩도
따야 해.","And you still got
beans to pick."
"게으른 놈.","Lazy."
"그가 게으른 놈이었다.","He was the lazy one."
"그는 주었다
자기 불쌍한 납덩이 같은 머리에게
1분만 더를
식탁 위에서.","He gave
his poor deadweight of a head
one minute more
on the tabletop."
"Jess-see!","Jess-see!"
"알겠어요, Momma.
갈게요.","OK, Momma.
I'm going."
"May Belle이었다
그에게 말하러 온 사람은
콩밭에서
사람들이 이사 온다고
낡은 Perkins네 집으로
옆 농장 아래쪽에 있는.","It was May Belle
who came to tell him
in the bean patch
that people were moving
into the old Perkins place
down on the next farm."
"Jess는 머리카락을 쓸어 올리고
눈에서
눈을 가늘게 떴다.","Jess wiped his hair
out of his eyes
and squinted."
"정말로 그랬다.","Sure enough."
"U-Haul 트럭이
현관문 바로 옆에 주차되어 있었다.","A U-Haul was parked
right by the door."
"관절처럼 연결된
큰 트럭 중 하나였다.","One of those
big jointed ones."
"이 사람들은
짐이 정말 많았다.","These people had
a lot of junk."
"하지만 그들은 오래 못 버틸 것이다.","But they wouldn't last."
"Perkins네 집은
그런 낡고 허름한 시골집 중 하나였다
이사 들어오는 건
갈 만한 변변한 곳이 없어서이고
이사 나가는 건
가능한 한 빨리인.","The Perkins place was
one of those ratty old country houses
you moved into
because you had no decent place to go
and moved out of
as quickly as you could."
"그는 나중에 생각했다
얼마나 이상한 일인지
여기에 아마도
그의 인생에서 가장 큰 일이 있었는데,
그가 그걸 대수롭지 않게
무시해 버렸다는 것을.","He thought later
how peculiar it was
that here was probably
the biggest thing in his life,
and he had shrugged it off
as nothing."
"파리들이 윙윙거리고 있었다
그의 땀 흘리는 얼굴과
어깨 주위를.","The flies were buzzing
around his sweating face
and shoulders."
"그는 콩을 떨어뜨렸다
양동이에
그리고 두 손으로 휘둘러 쫓았다.","He dropped the beans
into the bucket
and swatted with both hands."
"셔츠 좀 가져다줘,
May Belle.","Get me my shirt,
May Belle."
"파리들이 더 중요했다
어떤 U-Haul 트럭보다.","The flies were more important
than any U-Haul."
"May Belle은 뛰어갔다
밭고랑 끝으로
그리고 그의 티셔츠를 집어 들었다
아까 벗어 던져놓은 곳에서.","May Belle jogged
to the end of the row
and picked up his T-shirt
from where it had been discarded earlier."
"그녀는 돌아왔다
그것을 들고
두 손가락으로
한참 앞으로 내밀면서.","She walked back
holding it
with two fingers
way out in front of her."
"우웩, 냄새 나,
그녀가 말했다,
꼭 Brenda가 말했을 것처럼.","Oooo, it stinks,
she said,
just as Brenda would have."
"닥쳐,
그가 말했고
셔츠를 낚아챘다
그녀한테서.","Shuttup,
he said
and grabbed the shirt
away from her."
