"Question","Answer"
"이것은 방치될 수 없다.","This cannot be left unchecked."
"미국의 자동차 회사들은","Car companies in the United States"
"확실히 걱정해야 한다","definitely need to worry"
"중국 자동차들에 대해,","about Chinese cars,"
"그리고 그들은 걱정하고 있다","and they are worried"
"중국 자동차들에 대해,","about Chinese cars,"
"비록 사실상 불가능하지만","even though it's basically impossible"
"그것들을 판매하는 것이","to sell them"
"오늘날 미국에서.","in the United States today."
"그 이유는 결합이다","The reason is a combination"
"관세와 규제의","of tariffs and regulation"
"국가 안보와 연결된.","that's linked to national security."
"2024년에, 바이든 대통령 재임 중,","In 2024, under President Biden,"
"미국은 도입했다","the United States introduced"
"100% 관세를","a 100% tariff"
"중국산 전기차 수출에.","on Chinese EV exports."
"그에 더해,","In addition to that,"
"2025년 초에,","in early 2025,"
"새로운 규정이 도입되었다","a new rule was introduced"
"그것은 본질적으로 금지했다","which essentially banned"
"차량의 판매와 수입을","the sale and import of vehicles"
"중국과 연결된 기술을 포함한.","containing technology linked to China."
"이것은 실질적으로","This in practice"
"매우, 매우 어렵게 만든다","makes it very, very difficult"
"중국 회사들이","for Chinese companies"
"미국으로 수입하는 것을.","to import into the United States."
"비록 미국이","Even though the US"
"이런 정책들을 시행하고 있지만","has these policies in place"
"중국 자동차를 막기 위해,","to keep Chinese cars out,"
"그것들은 성장하고 있다 세계의 거의 모든 다른 곳에서.","they're growing almost everywhere else in the world."
"그들은 많은 시장 점유율을 가지고 있다 멕시코에서.","They have a lot of market share in Mexico."
"그들은 브라질에서 성장하고 있고,","They're growing in Brazil,"
"유럽을 장악해 가고 있다.","they're taking over Europe."
"그들은 동남아시아에서 큰 영향력이 있다.","They're big in Southeast Asia."
"그것을 글로벌 파이로 생각해 보라","Think of it as a global pie"
"한정된 크기의.","that's a finite size."
"그래서 중국인들이 들어와서","And so when the Chinese come in"
"점유율을 가져가면,","and take share,"
"그것은 의미한다 다른 자동차 제조사가","that means another automaker"
"도요타나 포드, 폭스바겐 같은","like Toyota or Ford or Volkswagen"
"점유율을 잃고 있다는 것을.","is losing share."
"우리가 성장을 보고 있는 것처럼","Just like we're seeing the growth"
"실물 전기차 수출의 중국에서 나오는,","of physical EV exports from China,"
"미국의 시청자들도","viewers in the US"
"소셜 미디어에서","on social media"
"또한 그것들을 더 많이 보고 있다.","are also seeing them more."
"지난 12월, 유튜버 마키스 브라운리가","Last December, YouTuber Marques Brownlee"
"리뷰를 게시했다 샤오미 SU7의","posted a review of the Xiaomi SU7"
"그리고 그는 그것에 정말로 감명받았다.","and he was really impressed with it."
"사실상 의심의 여지가 없다","There's basically no question"
"내 마음속에는","in my mind"
"만약 이런 차가","that if a car like this"
"미국에서 판매된다면 4만 2천 달러에,","was available in the US for $42,000,"
"그것이 (시장을) 압도할 것이라는.","that it would crush."
"그 리뷰는 입소문이 났다","The review went viral"
"천만 회가 넘는 조회수로.","with over 10 million views."
"그것은 미국인들을 정말로 일깨웠다","It really woke Americans up"
"얼마나 정교해졌는지에 대해","to just how sophisticated"
"중국 자동차들이.","Chinese cars have become."
"중국의 진입은 글로벌 자동차 시장으로의","China's entry into the global auto market"
"매우 논쟁적이다","is very controversial"
"왜냐하면 그것이 미래를 위협하고 있기 때문이다","because it's threatening the future"
"많은 기존 회사들의.","of a lot of existing companies."
"정말로 대립되는 서사들이 있다","There's really dueling narratives"
"무슨 일이 벌어지고 있는지에 대해.","about what's going on."
"사람들과 이야기해 보면","If you talk to people"
"미국이나 서방의,","in the US or in the West,"
"그들은 말할 것이다 중국이 공정하게 행동하지 않는다고,","they'll say that China is not playing fair,"
"그들이 지원을 받고 있다고","that they're getting support"
"정부로부터.","from the government."
"그러나 내가 알아챈 한 가지는 틱톡에서","But one thing I noticed on TikTok"
"정말로 다른 서사가 있다는 것이다 거기에는.","is that there's a really different narrative there."
"그리고 당신이 보게 되는 것은","And what you see"
"이야기가 오히려 더","is that the story is more"
"미국이","it's the US"
"불공정하고 위선적이라는 것이다","who's being unfair and hypocritical"
"미국 사람들이 그것들을 사지 못하게 함으로써","by not letting American people buy them."
"레드노트(샤오홍슈)를 둘러보다가,","While lurking on RedNote,"
"나는 이 차에 대해 알게 되었다.","I found out about this car."
"우리는 이 차를 팔 수 없다","We can't sell this car"
"왜냐하면 그것이 중국산이기 때문이다.","because it's Chinese."
"나는 생각한다 소셜 미디어의 사람들이","I think when people on social media"
"중국 자동차들을 볼 때,","see Chinese cars,"
"그들은 매우 감명받았을 뿐만 아니라","not only are they so impressed"
"기술과 가격에,","with the technology and the price,"
"그들은 또한 정말로 화가 났다","they're also really mad"
"왜냐하면 자동차가 정말로 감당할 수 없게 되어버렸기 때문이다","because cars have become really unaffordable"
"미국에서.","in the United States."
"평균 신차 가격은","The average new car price"
"미국에서","in the US"
"약 5만 달러이다.","is around $50,000."
"그것은 그저 손이 닿지 않는다","That's just out of reach"
"점점 더 많은 사람들에게,","for more and more people,"
"특히 지금은 인플레이션과 고금리 상황에서.","especially now with inflation and high interest rates."
"모두가 이야기한다","Everyone talks about"
"얼마나 빠르게 중국이 움직이고 있는지.","how quickly China is moving."
"그들은 설계하고, 개발하고, 생산할 수 있다","They can design, develop and produce"
"새로운 차를","a new car"
"18개월 안에","in 18 months"
"3년에서 5년에 비해","versus three to five years"
"서구 자동차 회사가 (걸리는),","for a Western car company,"
"그리고 그것은 의문을 불러일으킨다","and that brings up questions"
"품질과 신뢰성에 대한.","of quality and reliability."
"그러나 사실은,","But the truth is,"
"우리는 아직 모른다","we don't know yet"
"왜냐하면 전기차는 여전히","because EVs are still"
"비교적 새로운 기술이기 때문이다.","a relatively new technology."
"비록 있을 수도 있지만","Even though there may be"
"소비자들의 마음속에 일부 의문이,","some questions on consumers minds,"
"그것이 의미하지는 않는다","that doesn't mean"
"기존 자동차 제조사들이","that the legacy automakers"
"중국을 주시하고 있지 않다고","aren't looking to China"
"차를 만드는 법을 배우기 위해","to learn how to make cars"
"그들이 하는 것처럼.","like they do."
"당신이 지금 보고 있는 것은","What you're seeing right now"
"사실 많은","is actually a lot of"
"대형 유럽 자동차 제조사들이","big European automakers"
"중국 기술과 협력하는 것이다 매우 공개적으로.","engaging with Chinese technology very openly."
"미국 회사들은 매우 주저해 왔다,","US companies have been very hesitant,"
"그리고 매우 어려웠다","and it's been very difficult"
"그들에게 같은 일을 하는 것이.","for them to do the same."
"그래서 정말로 어려운 균형이다","So it's a really difficult balance"
"제대로 맞추기에.","to get right."
"나는 생각한다 미래가","I think the future"
"미국 자동차 산업의","of the US automotive industry"
"정말로 그 질문에 달려 있다고","really hinges on the question"
"여부에 대한","of whether or not"
"더 많은 개방성이 있을지","there's going to be more openness"
"중국 기술에 대한.","to Chinese technology."
"더 많은 개방성을 의미할 수도 있다","Might mean more openness"
"어쩌면 라이선싱하는 것에 대한","to maybe licensing"
"일부 중국 기술들을.","some Chinese technologies."
"이런 종류의 협약들은,","These kinds of arrangements,"
"신중하게 이루어진다면,","if done carefully,"
"정말로 큰 혜택이 될 수 있다","could be a real boon"
"미국 산업에.","for the US industry."
"그것은 더 많은 혁신을 가능하게 할 수 있다.","It could allow for more innovation."
"비록 미국이","Even though the US"
"지금까지 성공해 왔지만","has been successful so far"
"중국 자동차들을","in keeping Chinese cars"
"물리적으로 국가 밖으로 유지하는 데,","physically out of the country,"
"그들은 통제할 수 없다","they can't control"
"사람들이 보는 것을","what people see"
"또는 사람들이 생각하는 것을.","or what people think."
"중국 자동차들은","The Chinese cars"
"거부하기가 매우 어렵다","are very hard to resist"
"많은 사람들에게,","for a lot of people,"
"그리고 나는 생각한다 그것이 압력을 가한다고","and I think that puts pressure"
"미국 정치인들뿐만 아니라,","not just on US politicians,"
"자동차 산업의 나머지에도,","but also the rest of the auto industry,"
"더 저렴한 차들을 갖도록","to have more affordable cars"
"중국 차만큼 좋은,","that are as good as the Chinese,"
"그렇지 않으면 사람들이 결국 투표할 것이다","or else people are just eventually going to vote"
"그들의 지갑으로.","with their wallets."
