"Question","Answer"
"남작은 정말로 뛰어올라
내 거북 껍데기 그릇 가장자리를 핥고,
프라이트풀에게 돌진했다가
내 발 앞으로 왔다.","He actually bounced up
and licked the edges of my turtle-shell bowl,
stormed Frightful,
and came to my feet."
"남작 족제비,"" 내가 말했다.
""할로윈이 다가오고 있어.
사탕 줄래 장난 줄래?""","""Baron Weasel,"" I said.
""It is nearing Halloween.
Are you playing tricks or treats?"""
"나는 남은 것을 건네주었다
거북 수프 저녁의,
그리고, 넋을 놓고,
남작이 게걸스럽게 먹는 것을 지켜보았다.","I handed him the remains
of my turtle soup dinner,
and, fascinated,
watched him devour it."
"메모:","NOTES:"
"남작은 어금니로 씹는데,
사나운 기세로 씹는다
전에 본 적 없는.","The Baron chews with his back molars,
and chews with a ferocity
I have not seen in him before."
"눈이 번뜩이고,
뾰족한 하얀 이빨 위로 입술이 말려 올라가며,
화난 사람처럼 인상을 쓴다.","His eyes gleam,
the lips curl back from his white pointed teeth,
and he frowns like an angry man."
"내가 다가가면
가슴에서 으르렁거리는 소리가 나서
접근할 수가 없다.","If I move toward him,
a rumble starts in his chest
that keeps me back."
"남작은 나를
힐끗힐끗 쳐다본다.","He flashes
glances at me."
"참으로 이상한 일이다
눈이 마주치는 것은
이 두려움 없는 야생 동물에게.","It is indeed strange
to be looked in the eye
by this fearless wild animal."
"뭔가 인간적인 것이 있다
그 구슬 같은 눈빛에는.","There is something human
about his beady glance."
"아마도 그 눈빛이
뭔가를 말해주기 때문일 것이다.","Perhaps because that glance
tells me something."
"그 눈빛은 내게 말해준다
남작이 내가 누군지 알고 있으며
내가 더 가까이 오는 것을
원하지 않는다고.","It tells me
he knows who I am
and that he does not want me
to come any closer."
"남작 족제비는
잔치를 마치고 떠났다.","The Baron Weasel
departed after his feast."
"프라이트풀은
막대기처럼 가늘게 움츠러들었다가
긴장을 풀고 깃털을 부풀렸다.","Frightful,
who was drawn up as skinny as a stick,
relaxed and fluffed her feathers."
"그리고 나서 내가
프라이트풀에게 말했다,
""봐, 남작이 과자를 받았어.
장난은 없었어.""","and then I said
to her,
""See, he got his treats.
No tricks."""
"그때 무언가 떠올랐다.","Then something occurred to me."
"나는 문 안쪽으로 손을 뻗어
달력 막대기를 꺼냈다.","I reached inside the door
and pulled out my calendar stick."
"28, 29, 30, 31을 세었다.","I counted 28, 29, 30, 31."
"프라이트풀, 그 늙은 족제비가 알고 있었어.
오늘이 할로윈이야.
할로윈 파티를 열자.","""Frightful, that old weasel knows.
It is Halloween.
Let's have a Halloween party."""
"재빨리 나는 쌓았다
깨진 열매, 훈제 토끼,
그리고 가재를.","Swiftly I made piles of
cracked nuts, smoked rabbit,
and crayfish."
"사과 두 개까지 추가했다.","I even added two of my apples."
"이 음식은 초대장이었다
다람쥐, 여우, 너구리, 주머니쥐,
심지어 내 주변에 사는 새들에게까지
파티에
오라는.","This food was an invitation
to the squirrels, foxes, raccoons, opossums,
even the birds that lived around me
to come
have a party."
"프라이트풀이 그루터기에 묶여 있으면
동물과 새들 중 일부는
가까이 올 뿐이다
그녀에게 소리를 지를 정도로만.","When Frightful is tethered to her stump,
some of the animals and birds
will only come close enough
to scream at her."
"그래서 새와 나는
나무 안으로 들어가
덮개를 열어 놓고
기다렸다.","So bird and I
went inside the tree,
propped open the flap,
and waited."
"그날 밤에는
별일이 없었다.","Not much happened
that night."
"시간이 좀 걸린다는 것을 알았다
숲속 소식이 퍼지려면.","I learned that it takes a little time
for the woodland messages to get around."
"하지만 소식은 퍼진다.","But they do."
"파티 전에 나는
음식을 밖에 내놓지 않도록 매우 조심했었다
한 입이라도
아쉬웠기 때문에.","Before the party I had been
very careful about leaving food out
because I needed
every mouthful."
"나는 예방 조치를 취했다
돌을 굴려 놓는
저장용 나무 앞에.","I took the precaution
of rolling a stone
in front of my store tree."
"추수의 보름달이 떠올랐다.","The harvest moon rose."
"프라이트풀과 나는 잠들었다.","Frightful and I went to sleep."
"새벽에
우리는 파티를 포기했다.","At dawn,
we abandoned the party."
"과자는 그대로 놔두었다,
하지만.","I left the treats out,
however."
"상쾌하고 금빛으로 빛나는 날이라
우리는 토끼 가죽을 더 구하러 나갔다
겨울 내복을 마무리하려고.","Since it was a snappy gold-colored day,
we went off to get some more rabbit skins
to finish my winter underwear."
"시냇가에서 점심을 먹었다—
홍합 스튜와 야생 감자.","We had lunch along the creek—
stewed mussels and wild potatoes."
"해질녘이 되어서야 돌아왔다
야생 쌀을 발견했기 때문에
개울의 우각호에서.","We didn't get back until dusk
because I discovered some wild rice
in an ox bow of the stream."
"한 줌도 안 되는 양이었다.","There was no more than a handful."
"그날 밤 집에 와 보니
모든 것이 평화로워 보였다.","Home that night,
everything seemed peaceful enough."
"열매 몇 개가 없어졌는데,
다람쥐 짓이라고 생각했다.","A few nuts were gone,
to the squirrels, I thought."
"나는 생선을 굽고
잎사귀에 싸서,
소중한 야생 쌀을 조금
먹었다.","I baked a fish
in leaves,
and ate a small, precious amount
of wild rice."
"정말 맛있었다!","It was marvelous!"
"자리를 잡았을 때
그날의 토끼 가죽을 긁어 손질하려고,
이웃 스컹크가
캠프장으로 당당히 걸어 들어와
훈제 토끼를 먹기 시작했다.","As I settled down
to scrape the rabbit skins of the day,
my neighbor the skunk
marched right into the campground
and set to work on the smoked rabbit."
"나는 할로윈 메모를 몇 개 적었다:","I made some Halloween notes:"
"달이 사시나무 뒤에서 떠오르고 있다.
호박처럼 크고
오렌지색이다.","The moon is coming up behind the aspens.
It is as big as a pumpkin
and as orange."
"바람은 서늘하고
별들은 전구처럼 빛난다.","The winds are cool,
the stars are like electric light bulbs."
"나는 문간 바로 안쪽에 앉아
거북 껍데기 등잔을 켜고
이 글을 쓰고 있다.","I am just inside the doorway,
with my turtle-shell lamp burning
so that I can see to write this."
"무언가가 움직이고 있다
두 번째 솔송나무 너머에서.","Something is moving
beyond the second hemlock."
"프라이트풀은 매우 경계하며
마치 사방에
무언가가 있는 것 같다.","Frightful is very alert,
as if there are things
all around us."
"할로윈은 어젯밤 자정에 끝났지만
우리에게는 이제 막 시작이다.","Halloween was over at midnight last night,
but for us it is just beginning."
"적어도 내 느낌은 그런데,
내 상상일 수도 있다.","That's how I feel, anyhow,
but it just may be my imagination."
"프라이트풀이 그만했으면 좋겠다
깃털을 바짝 붙이고
스프링처럼 몸을 세우는 것을.","I wish Frightful would stop
pulling her feathers in
and drawing herself up like a spring."
"자꾸 생각이 든다
프라이트풀이 무언가를 감지하는 것 같다고.","I keep thinking
that she feels things."
"제시 C. 제임스가 오고 있다.
사슴 고기를 원할 것이다.","Here comes Jessie C. James.
He will want the venison."
"제시는 사슴 고기를 못 먹었다.","He didn't get the venison."
"으르렁거리는 소리가 나더니
한 번도 본 적 없는 큰 너구리가
제시를 지나쳐 걸어갔다,
으르렁대며 사나운 얼굴로.","There was a snarl,
and a big raccoon I've never seen
walked past him,
growling and looking ferocious."
"제시 C.는 꼼짝도 않았다—
겁에 질려 얼어붙었다고 해야 할 것이다.","Jessie C. stood motionless—
I might say, scared stiff."
"제시는 고개를 비스듬히 들고
그 큰 녀석이 먹도록 내버려 두었다.","He held his head at an angle
and let the big fellow eat."
"제시가 눈알이라도 굴리면
그 늙은 너구리가
퍽퍽거리며 위협했다.","If Jessie so much as rolled his eyes
that old coon
would sputter at him."
"어두워지자
많은 것이 보이지 않았다.","It grew dark,
and I couldn't see much."
"바위 뒤의 으스스한 울음소리가
초원의 빨간 여우가
다가오고
있다는 신호였다.","An eerie yelp behind the boulder
announced that the red fox
of the meadow
was nearing."
"소름이 돋았다.","He gave me goose bumps."
"여우는 저장용 나무 바로 너머에서
앞뒤로 오가며 서성였다
소리 없는 발걸음으로.","He stayed just beyond my store tree,
weaving back and forth
on silent feet."
"가끔씩 울음소리를 냈다—
올빼미 같은 떨리는 울음소리였다.","Every now and then he would cry—
a wavery owllike cry."
"나는 더 적었다.","I wrote some more."
"내 거북 등잔의 불빛이
흔들리는 그림자를 드리운다.","The light from my turtle lamp
casts leaping shadows."
"너도밤나무 열매 쪽으로
작고 회색인 동물이 왔다.","To the beechnuts has come
a small gray animal."
"뭔지 모르겠는데—
이제 보인다.","I can't make out what—
now, I see it."
"하늘다람쥐다.","It's a flying squirrel."
"놀랍다.
여기서 하늘다람쥐를
본 적이 없는데,
물론 해 진 후에 깨어 있어 본 적이
별로 없으니 그렇겠다.","That surprises me,
I've never seen a flying squirrel
around here,
but of course I haven't been up
much after sunset."
"너무 어두워서 볼 수 없게 되자
불을 피웠는데
파티가 끝나지 않기를 바랐다.","When it grew too dark to see,
I lit a fire,
hoping it would not end the party."
"끝나지 않았고,
지켜볼수록
이 동물들 모두가
내 캠프에 익숙하다는 것을 알았다.","It did not,
and the more I watched,
the more I realized that all these animals
were familiar with my camp."
"흰발생쥐 한 마리가 걸어갔다
내 장작더미 위를
제 집인 양.","A white-footed mouse walked over
my woodpile
as if it were his."
"나는 촛불을 끄고
잠들었다
불이 잿더미로 변했을 때.","I put out the candle
and fell asleep
when the fire turned to coals."
"한참 후
비명 소리에 깨어났다.","Much later
I was awakened by screaming."
"고개를 들어
달빛 비치는 숲을 내다보았다.","I lifted my head
and looked into the moonlit forest."
"아직 파티에 남아 있던 손님 몇 마리가
내가 움직이는 것을 보고
수줍게 덤불 속으로 달아났다.","A few guests, still lingering at the party,
saw me move,
and dashed bashfully into the ground cover."
"한 마리는 크고 날씬했다.","One was big and slender."
"밍크가 아닐까 생각했다.","I thought perhaps a mink."
"천천히 잠에서 깨면서
비명 소리가 뒤쪽에서 오고 있다는 것을
알았다.","As I slowly came awake,
I realized that screaming
was coming from behind me."
"내 집 안에 뭔가가 있었다.","Something was in my house."
"벌떡 일어나 소리를 질렀더니
너구리 두 마리가
내 발밑에서 후다닥 빠져나갔다.","I jumped up and shouted,
and two raccoons
skittered under my feet."
"촛불을 잡으려다
수백 개의 열매 위에서 미끄러져
넘어졌다.","I reached for my candle,
slipped on hundreds of nuts,
and fell."
"마침내 불을 켜고 둘러보니
기가 막혔다
손님들이 얼마나 엉망으로 만들어 놨는지
내 나무집을.","When I finally got a light and looked about me,
I was dismayed to see
what a mess my guests had made
of my tree house."
"도토리와 너도밤나무 열매 저장분을 찾아내
마구 뿌려 놓았다
내 침대와 바닥 위에.","They had found the cache of acorns and beechnuts
and had tossed them
all over my bed and floor."
"파티가 거칠어지고 있었다.","The party was getting rough."
"너구리들을 밤 속으로 쫓아냈는데
세 번째 동물에 걸려 넘어지면서
축축하고 따끔한 액체를 맞았다.","I chased the raccoons into the night
and stumbled over a third animal
and was struck by a wet stinging spray."
"스컹크였다!","It was skunk!"
"흠뻑 젖었다.","I was drenched."
"그 치욕과 악취에 익숙해질 무렵
너구리들이 모닥불 주위에서 깡충깡충 뛰어다니며
내 옆을 스쳐 지나가는 것이 보였다.","As I got used to the indignity and the smell,
I saw the raccoons cavort around my fireplace
and dodge past me."
"너구리들은 다시 내 나무 안에 들어와 있었다
내가 막을 새도 없이.","They were back in my tree
before I could stop them."
"박쥐 한 마리가 어둠 속에서 날아와
수지 초 주위를 돌았다.","A bat winged in from the darkness
and circled the tallow candle."
"할로윈이었고
도깨비들이 활개를 치고 있었다.","It was Halloween
and the goblins were at work."
"쓰레기통들이 전부 생각났다
뉴욕 거리에서 내가 넘어뜨렸던.","I thought of all the ash cans
I had knocked over on the streets of New York."
"전혀 웃기지 않았다.","It seemed utterly humorless."
"이 이웃들을 모두 초대해 놓고
이제 문제에 직면했다
내보내야 하는.","Having invited all these neighbors,
I was now faced with the problem
of getting rid of them."
"너구리들은 완전히 편해져서
너도밤나무 열매를 낚아채고,
말린 생선 조각과 사슴 고기를
장난스럽게 공중에 던졌다.","The raccoons were feeling so much at home
that they snatched up beechnuts,
bits of dried fish and venison
and tossed them playfully into the air."
"너무 배가 불러서 더 먹지는 못했지만
신나게 놀고 있었다
장난감을 만들며
내가 힘들게 모은 겨울 식량으로.","They were too full to eat any more,
but were having a marvelous time
making toys out of
my hard-won winter food supply."
"나는 너구리들을
나무에서 몰아내고
문을 묶었다.","I herded the raccoons
out of the tree
and laced the door."
"안도의 한숨을 쉬려는 순간
왼쪽으로 고개를 돌렸다,
누군가 나를 지켜보는 것이 느껴져서.","I was breathing ""relief""
when I turned my head to the left,
for I sensed someone watching me."
"달빛 속에
큰 귀를 쫑긋 세우고
빨간 여우가 앉아 있었다.","There in the moonlight,
his big ears erect on his head,
sat the red fox."
"여우가 웃고 있었다—
분명히 그랬다.","He was smiling—
I know he was."
"나는 ""웃지 마!"" 하고 소리쳤고
여우는 마술사의 손수건처럼 사라졌다.","I shouted, ""Stop laughing!""
and he vanished like a magician's handkerchief."
"이 소동에 프라이트풀이 깨어나
어둠 속 나무 안에서
퍼덕거리고 있었다.","All this had awakened Frightful,
who was flopping in the dark
in the tree."
"나는 사슴 가죽 덮개 안으로 손을 넣어
프라이트풀을 쓰다듬어
다시
진정시키려 했다.","I reached in around the deer flap
to stroke her
back
to calmness."
"프라이트풀이 내 손을 너무 세게 움켜쥐어서 소리를 질렀고—
방문객들은
캠프 가장자리로 물러났다
내 비명에.","She grabbed me so hard I yelled—
and the visitors
moved to the edge of my camp
at my cry."
"악취를 하늘까지 풍기고,
손에서 피를 흘리고,
힘들게 모은 식량을 빼앗긴 나는
모닥불에 장작을 던져 넣어
거대한 빛줄기를 밤하늘로 쏘아 올렸다.","Smelling to the sky,
bleeding in the hand,
and robbed of part of my hard-won food,
I threw wood on the fire
and sent an enormous shaft of light into the night."
"그리고 소리를 질렀다.","Then I shouted."
"스컹크가 더 멀리 물러났다.","The skunk moved farther away."
"너구리들은 몇 발자국 달아났다가
다시 돌아왔다.","The raccoons galloped off a few feet
and galloped back."
"나는 으르렁거렸다.","I snarled at them."
"너구리들은 어둠의 가장자리로 가서
나를 노려보았다.","They went to the edge of the darkness
and stared at me."
"나는 그날 밤 뭔가를 배웠다
바로 그 너구리에게서
제시 C. 제임스를 위압했던—
동물에게
힘이 곧 정의라는 것을.","I had learned something that night
from that very raccoon
bossing Jessie C. James—
to animals,
might is right."
"나는 가장 크고
가장 나이 많았고
그것을 알려줄 참이었다.","I was biggest
and I was oldest,
and I was going to tell them so."
"나는 으르렁대고 이를 드러내고
쉿쉿거리고 코를 훌쩍거렸다.","I growled and snarled
and hissed and snorted."
"효과가 있었다.","It worked."
"동물들은 알아듣고 물러났다.","They understood and moved away."
"몇 마리가 돌아보았고
그 눈이 빛났다.","Some looked back
and their eyes glowed."
"붉은 눈빛이 오싹했다.","The red eyes chilled me."
"이보다 더 진짜 같은
할로윈 밤은 없었다.","Never had there been
a more real Halloween night."
"올려다보니
마녀가 보일 것만 같았다.","I looked up,
expecting to see a witch."
"그 계절의 마지막 박쥐가
달빛 속을 날아갔다.","The last bat of the season
darted in the moonlight."
"나는 침대로 뛰어들어
문을 묶었다.","I dove on my bed,
and tied the door."
"할로윈에 대한 메모는
더 이상 없다.","There are no more notes
about Halloween."
"그 파티는
교훈적인 결말을 맞았다.","That party
had a moral ending."
"먹이를 주지 마라
야생 동물에게!","Don't feed
wild animals!"
"나는 주워서
세어 보았다
내 호두와 히커리 넛을.","I picked up
and counted
my walnuts and hickory nuts."
"알게 되어 기뻤다
어질러진 건 많았지만
잃어버린 건 적다는 것을.","I was glad to discover
there was more mess
than loss."
"나는 결심했다, ~뿐 아니라
봄까지 살아남고 여전히 더 많은 견과류를 갖고 있다고
그리블리 산의 모든 다람쥐보다
(날다람쥐 포함).","I decided that I would not only
live until spring but that I still had more nuts
than all the squirrels on Gribley's
(including flying squirrels)."
"11월 초에
어느 날 아침 잠이 깼다
총소리에.","In early November
I was awakened one morning
by a shot from a rifle."
"사냥 시즌이
시작된 것이다!","The hunting season
had begun!"
"나는 그것을
까맣게 잊고 있었다.","I had forgotten
all about that."
"숨는 것은
사냥꾼 떼를 피해
정말 큰 일이 될 터였다.","To hide from
a swarm of hunters
was truly going to be a trick."
"그들은 모든 나무 뒤에,
모든 언덕과 골짜기에
있을 것이다.","They would be behind every tree
and on every hill
and dale."
"그들은 총을 쏠 텐데,
움직이는 모든 것에,
나는 사슴가죽 바지에
더러운 갈색 스웨터를 입고
사슴처럼 보이고 있었다.","They would be shooting
at everything that moved,
and here was I in deerskin pants
and dirty brown sweater,
looking like a deer."
"나는 결정했다, 동물들처럼,
숨어 있기로
사냥 시즌 첫날은.","I decided, like the animals,
to stay holed up
the first day of the season."
"나는 포크를 깎아 만들고
완성했다
토끼 가죽 겨울 속옷을.","I whittled a fork
and finished
my rabbit-skin winter underwear."
"나는 깠다
호두를 많이.","I cracked
a lot of walnuts."
"사냥 시즌 이틀째
문밖으로 고개를 내밀어 보니
마당이 지저분했다.","The second day of the hunting season
I stuck my head out of my door
and decided my yard was messy."
"나는 치웠다
숲 바닥처럼 보이도록.","I picked it up so that
it looked like a forest floor."
"사냥 시즌 사흘째
몇몇 사람들이 들어와
협곡 옆에 캠프를 쳤다.","The third day of the hunting season
some men came in
and camped by the gorge."
"나는 몰래 내려가려 했다
산 반대편으로
북쪽 개울로,
거기서 또 다른 사냥꾼 캠프를 발견하고,
내 나무로 돌아왔다.","I tried to steal down
the other side of the mountain
to the north stream,
found another camp of hunters there,
and went back to my tree."
"한 주가 끝날 무렵
프라이트풀과 나 모두
운동이 필요했다.","By the end of the week
both Frightful and I
were in need of exercise."
"총소리는 여전히
탁탁 울리고 있었다
산 주변에서.","Gunshots were still
snapping around
the mountain."
"나는 만나러 가기로 했다
터너 선생님을
도서관에 있는.","I decided to go see
Miss Turner
at the library."
"약 한 시간 뒤
나는 이렇게 썼다:","About an hour later
I wrote this:"
"“솔숲 가장자리까지 갔을 때
총이 발사되었다
바로 내 팔꿈치 옆에서.","""I got as far as the edge of the hemlock grove
when a shot went off
practically at my elbow."
"프라이트풀의 가죽끈을
손에 잡고 있지 않았기에
그녀는 날아가 버렸다
총소리에.","I didn't have Frightful's jesses
in my hand
and she took off
at the blast."
"나는 나무 위로 올라갔다.","I climbed a tree."
"사냥꾼이 너무 가까이 있어서
나를 물 수 있을 정도였지만,
분명 바빴다
자기 사슴을 지켜보느라.","There was a hunter so close to me
he could have bitten me,
but apparently he was busy
watching his deer."
"나는 올라갈 수 있었다
높은 가지까지
들키지 않고.","I was able to get up
into the high branches
without being seen."
"먼저,
프라이트풀을 찾아보았다.","First,
I looked around for Frightful."
"그녀가 보이지 않았다
어디에도.","I could see her
nowhere."
"휘파람을 불어 부르고 싶었지만
안 될 것 같다고
생각했다.","I wanted to whistle for her
but didn't think
I should."
"가만히 앉아서
바라보며
궁금해했다
그녀가 집으로 돌아갈지.","I sat still
and looked
and wondered
if she'd go home."
"나는 사냥꾼을 지켜보았다
추적하는 것을
자기 사슴을.","I watched the hunter
track
his deer."
"사슴은 아직
달리고 있었다.","The deer was still
running."
"내가 있는 곳에서
뚜렷하게 보였다,
향하고 있었다
옛 그리블리 농장 터 쪽으로.","From where I was
I could see it plainly,
going toward
the old Gribley farm site."
"조용히 더 높이 올라가
지켜보았다.","Quietly I climbed higher
and watched."
"그런데 세상에,
사슴이 돌담을 뛰어넘더니
죽어서 쓰러졌다.","Then of all things,
it jumped the stone fence
and fell dead."
"나는 나무에 있으려 했다
사냥꾼이 사슴을 해체하고
끌고 갈 때까지
도로까지.","I thought I would stay in the tree
until the hunter quartered his kill
and dragged it out
to the road."
"아, 그런데 문득 생각이 들었다
그가 ~하지도 않을 거라고
그 사슴을 찾을 거라고.","Ah, then, it occurred to me
that he wasn't even going
to find that deer."
"그는 엉뚱한 방향으로 가고 있었고,
내가 보기에 사슴은
마른 양치식물 더미 속에 쓰러져서
찾기 어려울 터였다.","He was going off at an angle,
and from what I could see,
the deer had dropped in a big bank of dry ferns
and would be hard to find."
"초조해지기 시작했다
이 시점에서.","It got to be nerve-racking
at this point."
"내 새 재킷이 보였다
양치식물 속에 놓여 있는,
그리고 사냥꾼이
그것을 찾고 있었다.","I could see my new jacket
lying in the ferns,
and the hunter
looking for it."
"나는 눈을 감고
머릿속으로 그를
왼쪽으로 유도했다.","I closed my eyes
and mentally steered him
to the left."
"그런데 기특한 프라이트풀!","Then, good old Frightful!"
"그녀는 산 아래로 날아와
어린 단풍나무에 앉아 있었다
멀지 않은
사슴에서.","She had winged down the mountain
and was sitting in a sapling maple
not far
from the deer."
"그녀는 그 남자를 보고
소리를 질렀다.","She saw the man
and screamed."
"그는 그녀 쪽을 바라보았고;
그녀를 뭐라고 생각했는지 모르겠지만
몸을 돌려
그녀 쪽으로 걸어가기 시작했다.","He looked in her direction;
heaven knows what he thought she was,
but he turned
and started toward her."
"그녀는 날개를 퍼덕이며,
하늘로 올라가,
사라졌다
내 머리 위로.","She rustled her wings,
climbed into the sky,
and disappeared
over my head."
"나는 정말 휘파람을 불어 부르고 싶었지만,
내 사슴이 걱정되었고,
나 자신도,
그녀도.","I did want to whistle to her,
but feared for my deer,
myself,
and her."
"나는 나무에 매달린 채
기다렸다
약 30분을.","I hung in the tree
and waited
about a half an hour."
"마침내 그 남자는
사냥을 포기했다.","Finally the man
gave up his hunt."
"친구들이 불러서,
그는 계속 갔다
산 아래로.","His friends called,
and he went on
down the mountain."
"나는 나무에서
내려왔다.","I went down
the tree."
"마른 양치식물 속에
멋진
어린 수사슴이 누워 있었다.","In the dry ferns
lay a nice
young buck."
"나는 조심스럽게 덮었다
담장의 돌 몇 개와,
양치식물을 더 덮어,
서둘러 집으로 돌아왔다.","I covered it carefully
with some of the stones from the fence,
and more ferns,
and rushed home."
"휘파람을 불자
내 솔나무 꼭대기에서
프라이트풀이 내려왔다.","I whistled,
and down from the top of my own hemlock
came Frightful."
"자작나무 껍질을 구했다
이 모든 것을 적으려고
너무 조급해지지 않도록
사슴을 가지러 가지 않도록
너무 일찍.","I got a piece of birch bark
to write all this on
so I wouldn't get too anxious
and go for the deer
too soon."
"우리는 어두워질 때까지 기다렸다가
가지러 갈 것이다, 저녁 식사와
내 새 재킷을.","We will wait until dark
to go get our dinner
and my new jacket."
"생각이 들기 시작한다
사슴 가죽과 사슴고기를 모두 갖게 될 것이라고
쓸 수 있을 만큼.","I am beginning to think
I'll have all the deer hide and venison
I can use."
"있을 것이 틀림없다
다른 잃어버린 사냥감이
이 산에는.”","There must be
other lost game
on this mountain."""
"나는 어둠이 내린 후 사슴을 가져왔고,
생각이
맞았다.","I got the deer after dark,
and I was
quite right."
"시즌이 끝나기 전에
사슴 두 마리를 더 얻었다
같은 방법으로.","Before the season was over
I got two more deer
in the same way."
"하지만,
첫 번째 사슴을 손질해야 했기에,
나머지 시즌은
빠르게 지나갔다.","However,
with the first deer to work on,
the rest of the season
passed quickly."
"할 일이 많았다
긁고 준비하는.","I had lots of
scraping and preparing to do."
"불만이 있다면
감히 불을 피우지 못하고
요리하지 못한다는 것이었다
그 훌륭한 고기를.","My complaint was that
I did not dare light a fire
and cook
that wonderful meat."
"발각될까
두려웠다.","I was afraid
of being spotted."
"나는 훈제 사슴고기와
견과류,
산사나무 열매를 먹었다.","I ate smoked venison,
nut meats,
and hawthorn berries."
"산사나무 열매는
사과와 약간
비슷한 맛이 난다.","Hawthorn berries taste
a little bit
like apples."
"사과보다 더 작고
건조하다.","They are smaller
and drier than apples."
"씨도
크다.","They also have
big seeds in them."
"산사나무는 알아보기 쉽다
크고 빨간
반짝이는 가시가 있어서.","The hawthorn bush is easy to tell
because it has big red
shiny thorns on it."
"매일 총소리가 줄어들었다
사냥꾼들이 산을 떠나
집으로 돌아가면서.","Each day the shooting lessened
as the hunters left the hills
and went home."
"그들이 빠져나갈수록
프라이트풀과 나는
점점 더 자유롭게
돌아다닐 수 있었다.","As they cleared out,
Frightful and I were
freer and freer
to roam."
"이제 기온이
충분히 추워졌기에
사슴고기를 보존할 만큼,
그래서 훈제하지 않았다
마지막 두 마리는,","The air temperature now was
cold enough
to preserve the venison,
so I didn't smoke
the last two deer,"
"그리고 약 2주 후
그 첫 번째 놀라운 총소리를 들은 지,
나는 멋진 스테이크를 잘라내고,
활활 타는 불을 피우고,
숯불이 빨갛게 달아올랐을 때,
제대로 된 저녁 식사를 했다.","and about two weeks
after I heard that first alarming shot,
I cut off a beautiful steak,
built a bright fire,
and when the embers were glowing,
I had myself a real dinner."
"말린 먼지버섯을 물에 불려서,
크고 촉촉해지면,
야생 양파와 함께 볶고
빈약한 야생 당근과 함께,
배불리 먹었다
호의적인 감정이 들 때까지
모든 사람에게.","I soaked some dried puffballs in water,
and when they were big and moist,
I fried them with wild onions
and skimpy old wild carrots
and stuffed myself
until I felt kindly
toward all men."
"나는 이렇게 썼다:","I wrote this:"
"""11월 26일","""November 26"
"사냥꾼은 올바르게 활용하면
훌륭한 친구가 된다.","Hunters are excellent friends
if used correctly."
