"Question","Answer"
"그리고 출항 컨테이너 JKFC 119395는
뉴어크행 40피트 박스로
56,800파운드의 기계류를 싣고
현재 야적장 A-52-G-6에 적재되어 있는데,
전방 화물창 2열 4번째 슬롯의
아래에서 세 번째로 적재될 것이다.","And that outgoing container JKFC 119395,
a 40-foot box bound for Newark,
carrying 56,800 pounds of machinery
and currently stacked at yard location A-52-G-6,
will be loaded third from the bottom
in the fourth slot in the second row of the forward hold."
"냉장 컨테이너는
전기 연결이 가능한 베이에 배치되고,
위험물 컨테이너는
폭발 위험을 높일 수 있는 컨테이너와
떨어져 있도록 보장했다.","They have ensured
that the refrigerated containers
are placed in bays with electrical hookups,
and that containers with hazardous contents
are apart from containers
that could increase the risk of explosion."
"전체 운영은
시계처럼 정확하게 돌아가며,
오류나 인간적 실수에 대한
허용은 없다.","The entire operation
runs like clockwork,
with no tolerance
for error or human foibles."
"24시간 이내에,
선박은 수천 개의 컨테이너를 하역하고,
수천 개를 더 싣고,
다시 항해에 나선다.","Within twenty-four hours,
the ship discharges its thousands of containers,
takes on thousands more,
and steams on its way."
"매일 모든 주요 항구에서
수천 개의 컨테이너가
트럭과 기차로 도착하고 출발한다.","Every day at every major port,
thousands of containers
arrive and depart by truck and train."
"화물을 실은 트럭들이
게이트를 통과하며,
스캐너가 각 컨테이너의 고유 번호를 읽고
컴퓨터가 선박 적하목록과 대조한 뒤
트럭 기사에게 어디에 화물을 내려놓을지 알려준다.","Loaded trucks stream through the gates,
where scanners read the unique number on each container
and computers compare it against ships' manifests
before the trucker is told
where to drop his load."
"트랙터 유닛이 도착해
섀시를 연결하고
방금 하선한 컨테이너를 끌고 나간다.","Tractor units arrive
to hook up chassis
and haul away containers
that have just come off the ship."
"이중 적재 컨테이너만을 실은 열차가
부두 근처의 복합운송 터미널로 들어온다,
거대한 크레인이 열차 전체를 걸터앉아
한쪽 끝에서 다른 쪽으로 이동하며
컨테이너를 하나씩 들어낸다.","Trains carrying nothing but double-stacked containers
roll into an intermodal terminal close to the dock,
where giant cranes straddle the entire train,
working their way along
as they remove one container after another."
"출발 컨테이너 열차는
2천 마일 떨어진 철도 야적장을 향해,
도중에 극히 짧은 정차만 하며 달릴 것이며,
같은 선로에서 편성되고
같은 크레인으로 적재된다.","Outbound container trains,
destined for a rail yard two thousand miles away
with only the briefest of stops en route,
are assembled on the same tracks
and loaded by the same cranes."
"이 모든 분주한 활동의 결과는
전 세계 화물 운송을 위한
거의 이음매 없는 시스템이다.","The result of all this hectic activity
is a nearly seamless system
for shipping freight around the world."
"25톤짜리 커피메이커 컨테이너가
말레이시아 공장을 출발해
선박에 실리고,
9,000마일을 23일 만에
로스앤젤레스에 도착할 수 있다.","A 25-ton container of coffeemakers
can leave a factory in Malaysia,
be loaded aboard a ship,
and cover the 9,000 miles to Los Angeles
in 23 days."
"하루 뒤
컨테이너는 시카고행 단위 열차에 올라,
시카고에서 즉시
신시내티행 트럭으로 환적된다.","A day later,
the container is on a unit train to Chicago,
where it is transferred immediately
to a truck headed for Cincinnati."
"공장 문에서 오하이오 창고까지
11,000마일 여정은
최소 28일이면 가능하다,
하루 400마일의 속도이며,
비용은 비즈니스석 항공권 한 장보다 저렴하다.","The 11,000-mile trip
from the factory gate to the Ohio warehouse
can take as little as 28 days,
a rate of 400 miles per day,
at a cost lower than that of a single business-class airline ticket."
"십중팔구
그 과정에서 아무도
내용물을 만지거나
컨테이너를 열어보지 않았을 것이다.","More than likely,
no one has touched the contents,
or even opened the container,
along the way."
"이 고효율 운송 기계는
수출입업자에게는 축복이지만,
세관 검사관과 보안 당국자에게는
저주가 되었다.","This high-efficiency transportation machine
is a blessing for exporters and importers,
but it has become a curse
for customs inspectors and security officials."
"각 컨테이너에는
내용물 목록이 적힌 적하목록이 동반되지만,
선사도 항만도
적하목록에 적힌 것이 실제 내용물과
일치한다고 보증할 수 없다.","Each container is accompanied
by a manifest listing its contents,
but neither ship lines nor ports can vouch
that what is on the manifest
corresponds to what is inside."
"확인할 쉬운 방법도 없다:
박스 끝의 문을 열면
보통 종이 상자가 벽처럼 쌓여 있는 것만
보인다.","Nor is there any easy way to check:
opening the doors at the end of the box
normally reveals only
a wall of paper-board cartons."
"한 척의 선박이
수 시간 만에
40피트 컨테이너 9,000개를 쏟아내고,
부산이나 로테르담 같은 항구가
평균 근무일에
적재 컨테이너 4만 개를 처리하며,","With a single ship able to disgorge
9,000 40-foot-long containers in a matter of hours,
and with a port such as Busan or Rotterdam
handling perhaps 40,000 loaded containers
on the average workday,"
"각 컨테이너 자체가
바닥에서 천장까지 빼곡히 쌓인
상자들로 채워져 있으니,
아무리 꼼꼼한 검사관이라도
모두 검사할 가능성은 요원하다.","and with each container itself
holding row after row of boxes
stacked floor to ceiling,
not even the most careful examiners
have a remote prospect of inspecting it all."
"컨테이너는 합법 화물을 운반하는 것만큼이나
미신고 상품, 불법 마약,
미등록 이민자, 테러리스트 폭탄을
밀수하는 데도 효율적일 수 있다.","Containers can be just as efficient
for smuggling undeclared merchandise, illegal drugs,
undocumented immigrants, and terrorist bombs
as for moving legitimate cargo."
"아이디얼-X호에서
매년 수천만 개의 박스를 움직이는
시스템까지 도달하는 것은
순탄한 항해가 아니었다.","Getting from the Ideal-X
to a system that moves
tens of millions of boxes each year
was not an easy voyage."
"컨테이너의 추진자와 반대자 모두
처음부터 감지했다
이것이 세상의 작동 방식을
바꿀 수 있는 발명이라는 것을.","Both the container's promoters
and its opponents sensed
from the very beginning
that this was an invention
that could change the way the world works."
"1956년의 첫 컨테이너 항해,
선박에 대해 아무것도 모르는
기업가의 끊임없는 추진력이
아이디어를 현실로 만든,
전 세계적으로
10년 이상의 전쟁을 촉발했다.","That first container voyage of 1956,
an idea turned into reality
by the ceaseless drive of an entrepreneur
who knew nothing about ships,
unleashed more than a decade of battle
around the world."
"운송 산업의 많은 거물들이
컨테이너를 억누르려 했다.","Many titans of the transportation industry
sought to stifle the container."
"강력한 노동 지도자들은
컨테이너의 부상을 막기 위해
모든 수단을 동원했고,
수십 개 항구에서 파업을 촉발했다.","Powerful labor leaders
pulled out all the stops to block its ascent,
triggering strikes
in dozens of harbors."
"일부 항구는
컨테이너를 촉진하는 데 거액을 쏟아부었고,
다른 항구들은
전통적 부두와 창고에 거액을 투자했다
컨테이너가 일시적 유행에 불과할 것이라는
허망한 희망 속에.","Some ports spent heavily to promote it,
while others spent huge sums
for traditional piers and warehouses
in the vain hope
that the container would prove
a passing fad."
"정부들은 혼란스럽게 반응했다,
현상 유지에 묶여 있는
이윤, 일자리, 사회적 합의를
건드리지 않으면서
컨테이너의 이점을 취하는 방법을
찾으려 했다.","Governments reacted with confusion,
trying to figure out
how to capture its benefits
without disturbing the profits, jobs,
and social arrangements
that were tied to the status quo."
"어떤 항구의 어떤 크레인이든
거의 모든 컨테이너를 들어올릴 수 있게 해주는
강철 결속 장치의 설계 같은,
겉보기에 단순한 문제조차
수년간의 논쟁 끝에야 해결되었다.","Even seemingly simple matters,
such as the design of the steel fitting
that allows almost any crane in any port
to lift almost any container,
were settled only
after years of contention."
"결국
이 혁명적인 화물 운송 방식의
가치를 증명하는 데는
대규모 전쟁이 필요했다 —
미국의 고통스러운 베트남 전쟁.","In the end,
it took a major war,
the United States' painful campaign in Vietnam,
to prove the merit
of this revolutionary approach
to moving freight."
"컨테이너가 세계 경제에
얼마나 중요한지를 정량화하는 것은
어려운 과제였다.","How much the container matters
to the world economy
has proven challenging to quantify."
"이상적인 세계에서 우리는 알고 싶을 것이다
1955년에 남성 셔츠 1,000벌을
방콕에서 제네바까지 보내는 데 얼마가 들었는지,
그리고 컨테이너화가 도입되면서
그 비용이 어떻게 변했는지.","In the ideal world,
we would like to know how much it cost
to send one thousand men's shirts
from Bangkok to Geneva in 1955,
and to track how that cost changed
as containerization came into use."
"그런 데이터는 존재하지 않지만,
컨테이너가 화물 운송 비용의
전면적인 절감을 가져왔다는 것은
분명해 보인다.","Such data do not exist,
but it seems clear
that the container brought
sweeping reductions
in the cost of moving freight."
"다른 어떤 선박에도 맞지 않는
수십 개의 컨테이너를 실은
작은 유조선에서 출발하여,
컨테이너 해운은
전 세계적 규모의
고도로 자동화되고 표준화된
산업으로 성장했다.","From a tiny tanker
laden with a few dozen containers
that would not fit on any other vessel,
container shipping matured into
a highly automated, highly standardized industry
on a global scale."
"거대한 컨테이너선은
반세기 전 소형 재래식 선박을 처리하는 데
필요했던 노동력과 시간의
극히 일부만으로 적재할 수 있다.","An enormous containership can be loaded
with a minute fraction of the labor and time
required to handle a small conventional ship
half a century ago."
"소수의 승무원이
축구장 네 개보다 긴
원양 선박을 관리할 수 있다.","A few crew members can manage
an oceangoing vessel
longer than four football fields."
"트럭 기사는
고객의 적하장에 트레일러를 내려놓고
다른 트레일러를 연결해 즉시 출발할 수 있다,
비싼 장비가 내용물을 빼는 동안
놀고 있는 것을 지켜보는 대신.","A trucker can deposit a trailer
at a customer's loading dock,
hook up another trailer, and drive on immediately,
rather than watching his expensive rig stand idle
while the contents are removed."
"이 모든 변화는
컨테이너 혁명의 결과다.","All of those changes
are consequences of the container revolution."
"운송은 너무나 효율적이 되어,
많은 경우 운임 비용이
경제적 의사결정에
크게 영향을 미치지 않게 되었다.","Transportation has become so efficient
that for many purposes,
freight costs do not much affect
economic decisions."
"경제학자 에드워드 글레이저와
자넷 콜하세가 제안하듯,
'재화의 이동이 생산 과정의
중요한 구성 요소라고 가정하는 것보다,
재화 이동이 본질적으로 무비용이라고
가정하는 것이 낫다.'","As economists Edward L. Glaeser
and Janet E. Kohlhase suggest,
'It is better to assume
that moving goods is essentially costless
than to assume that moving goods
is an important component of the production process.'"
"컨테이너 이전에는
이런 발언은 상상할 수 없었다.","Before the container,
such a statement was unimaginable."
"1961년,
컨테이너가 국제적으로 사용되기 전,
해상 운임 비용만으로도
미국 수출액의 12%,
수입액의 10%를 차지했다.","In 1961,
before the container was in international use,
ocean freight costs alone accounted for
12 percent of the value of U.S. exports
and 10 percent of the value of U.S. imports."
"'이 비용은 많은 경우
정부의 무역 장벽보다 더 중대하다'고
의회 합동경제위원회 직원들이 조언했으며,
당시 미국 평균 수입 관세가
7%였다는 점을 지적했다.","'These costs are more significant in many cases
than governmental trade barriers,'
the staff of the Joint Economic Committee of Congress advised,
noting that the average U.S. import tariff
was 7 percent."
"그리고 해상 운임은 비쌌지만,
한 나라에서 다른 나라로
재화를 운반하는 총비용의
일부에 불과했다.","And ocean freight, dear as it was,
represented only a fraction
of the total cost of moving goods
from one country to another."
"1960년에 제약 회사가
미국 중서부에서 유럽 내륙 도시까지
트럭 한 대 분량의 의약품을 운송하려면
약 2,400달러를 지불해야 했다.","A pharmaceutical company would have paid
approximately $2,400
to ship a truckload of medicines
from the U.S. Midwest to an interior city in Europe
in 1960."
"여기에는 수십 개 업체에 대한
지불이 포함되었을 것이다:
시카고의 지역 트럭 회사,
트럭 트레일러를 평판 화차에 실어
뉴욕이나 볼티모어까지 운반한 철도 회사,
항구 도시의 지역 트럭 회사,
항만 창고, 증기선 회사.","This might have included payments
to a dozen different vendors:
a local trucker in Chicago,
the railroad that carried the truck trailer
on a flatcar to New York or Baltimore,
a local trucker in the port city,
a port warehouse, a steamship company."
"유럽의 창고와 트럭 회사,
보험사, 유럽 세관,
그리고 이 복잡한 여정의
모든 조각을 조합한
화물 운송 주선인.","A warehouse and a trucking company in Europe,
an insurer,
a European customs service,
and the freight forwarder
who put all the pieces of this complicated journey together."
"총 지출의 절반이
항만 비용으로 들어갔다.","Half the total outlay
went for port costs."
